location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,
Location where data was measured,City containing location,Country containing measurement in 2 letter ISO code,Name of the Pollutant being measured. Allowed values: PM25| PM10| SO2| NO2| O3| CO| BC,Latest measured value for the pollutant,The datetime at which the pollutant was measured| in ISO 8601 format,The unit the value was measured in coded by UCUM Code,Name of the source of the data,Latitude in decimal degrees. Precision >3 decimal points.,Longitude in decimal degrees. Precision >3 decimal points.,The number of hours the value was averaged over.,
Akron - NIHF_STEM,Akron,US,so2,0.0,2017-04-25 17:00:00+00:00,ppm,AirNow,41.07914,-81.51627,1.0,
Akron - NIHF_STEM,Akron,US,co,0.0,2017-04-25 17:00:00+00:00,ppm,AirNow,41.07914,-81.51627,1.0,
Baker City - Forest,BAKER,US,pm25,4.6,2019-04-01 20:00:00+00:00,µg/m³,AirNow,44.78822,-117.8446,1.0,
Kutztown,BERKS,US,o3,0.044,2019-04-01 20:00:00+00:00,ppm,AirNow,40.51408,-75.7897,1.0,
Idaho City,BOISE,US,pm25,-1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.823017,-115.838554,1.0,
Garden Valley,BOISE,US,pm25,-1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.1045,-115.97239,1.0,
Helmsburg,BROWN,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,39.263912,-86.29226,1.0,
Durant,BRYAN,US,o3,0.022,2018-12-06 17:00:00+00:00,ppm,AirNow,33.945168,-96.40564,1.0,
Chico -  East,BUTTE,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,39.76161,-121.84048,1.0,
Chico -  East,BUTTE,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.76161,-121.84048,1.0,
Chico -  East,BUTTE,US,pm10,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.76161,-121.84048,1.0,
Chico -  East,BUTTE,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,39.76161,-121.84048,1.0,
Chico -  East,BUTTE,US,no2,0.024,2019-04-01 19:00:00+00:00,ppm,AirNow,39.76161,-121.84048,1.0,
Paradise Theater,BUTTE,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.753887,-121.62444,1.0,
Craters of the Moon,BUTTE,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,43.4606,-113.5622,1.0,
Smithfield,CACHE,US,pm10,9.0,2019-04-01 18:00:00+00:00,µg/m³,AirNow,41.842777,-111.85194,1.0,
Smithfield,CACHE,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,41.842777,-111.85194,1.0,
Smithfield,CACHE,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,41.842777,-111.85194,1.0,
Smithfield,CACHE,US,pm25,6.8,2019-04-01 18:00:00+00:00,µg/m³,AirNow,41.842777,-111.85194,1.0,
DN1,CADDO,US,o3,0.026,2017-06-19 13:00:00+00:00,ppm,AirNow,35.111,-98.255,1.0,
ELDOSPGS,CEDAR,US,o3,0.05,2019-04-01 20:00:00+00:00,ppm,AirNow,37.70097,-94.03474,1.0,
ELDOSPGS,CEDAR,US,pm25,3.9,2019-04-01 20:00:00+00:00,µg/m³,AirNow,37.70097,-94.03474,1.0,
RT,CLARK,US,co,0.4,2019-04-01 19:00:00+00:00,ppm,AirNow,36.139706,-115.17565,1.0,
RT,CLARK,US,pm25,4.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,36.139706,-115.17565,1.0,
RT,CLARK,US,no2,0.024,2019-04-01 19:00:00+00:00,ppm,AirNow,36.139706,-115.17565,1.0,
Jerome Mack,CLARK,US,pm25,3.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,36.141876,-115.07874,1.0,
Jerome Mack,CLARK,US,pm10,21.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,36.141876,-115.07874,1.0,
Jerome Mack,CLARK,US,co,0.14,2019-04-01 19:00:00+00:00,ppm,AirNow,36.141876,-115.07874,1.0,
Jerome Mack,CLARK,US,no2,0.008,2019-04-01 19:00:00+00:00,ppm,AirNow,36.141876,-115.07874,1.0,
Jerome Mack,CLARK,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,36.141876,-115.07874,1.0,
Jerome Mack,CLARK,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,36.141876,-115.07874,1.0,
Casino Center,CLARK,US,no2,0.011,2019-04-01 19:00:00+00:00,ppm,AirNow,36.174366,-115.13977,1.0,
Las Vegas Paiute,CLARK,US,pm25,0.1,2016-04-21 14:00:00+00:00,µg/m³,AirNow,36.357777,-115.36139,1.0,
Las Vegas Paiute,CLARK,US,pm10,13.0,2016-04-21 14:00:00+00:00,µg/m³,AirNow,36.357777,-115.36139,1.0,
Las Vegas Paiute,CLARK,US,o3,0.044,2016-04-21 14:00:00+00:00,ppm,AirNow,36.357777,-115.36139,1.0,
Yacolt-Yacolt Rd,CLARK,US,pm25,2.7,2019-04-01 18:00:00+00:00,µg/m³,AirNow,45.8639,-122.41089,1.0,
Vancouver-NE 84th Av,CLARK,US,pm25,8.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.64336,-122.58737,1.0,
Gridley,Chico,US,pm25,12.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.32756,-121.66881,1.0,
Paradise - Airport,Chico,US,o3,0.039,2019-04-01 19:00:00+00:00,ppm,AirNow,39.70845,-121.61731,1.0,
Paonia,DELTA,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,38.8763,-107.6022,1.0,
Paonia,DELTA,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,38.8763,-107.6022,1.0,
Paonia,DELTA,US,pm10,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.8763,-107.6022,1.0,
Paonia,DELTA,US,pm25,2.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.8763,-107.6022,1.0,
Seiling,DEWEY,US,pm25,4.8,2019-04-01 20:00:00+00:00,µg/m³,AirNow,36.1589,-98.9353,1.0,
Seiling,DEWEY,US,pm10,9.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,36.1589,-98.9353,1.0,
Seiling,DEWEY,US,o3,0.053,2019-04-01 20:00:00+00:00,ppm,AirNow,36.1589,-98.9353,1.0,
Horicon Wildlife Are,DODGE,US,pm10,15.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.46611,-88.62111,1.0,
Horicon Wildlife Are,DODGE,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,43.46611,-88.62111,1.0,
Horicon Wildlife Are,DODGE,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,43.46611,-88.62111,1.0,
Horicon Wildlife Are,DODGE,US,pm25,5.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.46611,-88.62111,1.0,
Horicon Wildlife Are,DODGE,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,43.46611,-88.62111,1.0,
Wampanoag Laboratory,DUKES,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,41.3306,-70.7859,1.0,
SPG,DUVAL,US,co,0.4,2018-03-30 11:00:00+00:00,ppm,AirNow,30.309196,-81.65259,1.0,
SPG,DUVAL,US,so2,0.001,2018-03-30 15:00:00+00:00,ppm,AirNow,30.309196,-81.65259,1.0,
Lee HS,DUVAL,US,co,0.0,2017-12-21 09:00:00+00:00,ppm,AirNow,30.308535,-81.70556,1.0,
Cedar Bay,DUVAL,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,30.43111,-81.63194,1.0,
Ft Caroline,DUVAL,US,so2,0.002,2018-06-28 15:00:00+00:00,ppm,AirNow,30.367222,-81.59417,1.0,
Kooker Park,DUVAL,US,pm10,11.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.356112,-81.63556,1.0,
Kooker Park,DUVAL,US,no2,0.005,2019-04-01 15:00:00+00:00,ppm,AirNow,30.356112,-81.63556,1.0,
Kooker Park,DUVAL,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,30.356112,-81.63556,1.0,
Rosselle & Copeland,DUVAL,US,co,0.7,2018-06-29 13:00:00+00:00,ppm,AirNow,30.320192,-81.68701,1.0,
Rosselle & Copeland,DUVAL,US,pm10,34.0,2018-06-29 11:00:00+00:00,µg/m³,AirNow,30.320192,-81.68701,1.0,
KILLENS,Dover,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.9847,-75.5556,1.0,
KILLENS,Dover,US,o3,0.047,2019-04-01 18:00:00+00:00,ppm,AirNow,38.9847,-75.5556,1.0,
Newburyport,ESSEX,US,o3,0.015,2018-01-17 16:00:00+00:00,ppm,AirNow,42.814507,-70.81849,1.0,
Newburyport,ESSEX,US,no2,0.004,2018-01-12 20:00:00+00:00,ppm,AirNow,42.814507,-70.81849,1.0,
Whiteface Mtn,ESSEX,US,pm25,5.5,2019-02-04 16:00:00+00:00,µg/m³,AirNow,44.3647,-73.9017,1.0,
Whiteface Mtn,ESSEX,US,o3,0.041,2019-02-04 16:00:00+00:00,ppm,AirNow,44.3647,-73.9017,1.0,
Huntington Wildlife,ESSEX,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.97,-74.22,1.0,
FLINT,Flint,US,pm25,4.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.0289,-83.6694,1.0,
FLINT,Flint,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0289,-83.6694,1.0,
OTISVILLE,Flint,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,43.1683,-83.4617,1.0,
Willows-Colusa,GLENN,US,o3,0.041,2019-04-01 19:00:00+00:00,ppm,AirNow,39.53389,-122.190834,1.0,
Willows-Colusa,GLENN,US,pm10,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.53389,-122.190834,1.0,
Willows-Colusa,GLENN,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.53389,-122.190834,1.0,
Bradley,GRADY,US,no2,0.001,2017-04-14 15:00:00+00:00,ppm,AirNow,34.87696,-97.70748,1.0,
Potosi,GRANT,US,pm25,8.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.69213,-90.69637,1.0,
Quincy 3rd,GRANT,US,pm25,3.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.24126,-119.84595,1.0,
Quincy 3rd,GRANT,US,no2,0.003,2018-09-26 19:00:00+00:00,ppm,AirNow,47.24126,-119.84595,1.0,
John Day Dayton St,GRANT,US,pm25,3.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,44.418,-118.9513,1.0,
Jackson NCORE,HINDS,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,32.32911,-90.182724,1.0,
Jackson NCORE,HINDS,US,pm25,39.0,2016-12-22 15:00:00+00:00,µg/m³,AirNow,32.32911,-90.182724,1.0,
Jackson NCORE,HINDS,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,32.32911,-90.182724,1.0,
Jackson NCORE,HINDS,US,co,0.16,2017-01-04 18:00:00+00:00,ppm,AirNow,32.32911,-90.182724,1.0,
HARBOR BEACH,HURON,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.8364,-82.6431,1.0,
Hobbs Jefferson,Hobbs,US,no2,0.003,2019-04-01 19:00:00+00:00,ppm,AirNow,32.7267,-103.1233,1.0,
Hobbs Jefferson,Hobbs,US,o3,0.056,2019-04-01 19:00:00+00:00,ppm,AirNow,32.7267,-103.1233,1.0,
Hobbs Jefferson,Hobbs,US,pm25,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.7267,-103.1233,1.0,
Kamiah-ID,IDAHO,US,pm25,3.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.2094,-116.0275,1.0,
Grangeville,IDAHO,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.9313,-116.1152,1.0,
Nez Perce Tribe,IDAHO,US,o3,0.031,2019-04-01 19:00:00+00:00,ppm,AirNow,46.2756,-116.0216,1.0,
Cottonwood E-sampler,IDAHO,US,pm25,3.8,2018-11-05 17:00:00+00:00,µg/m³,AirNow,46.06132,-116.3467,1.0,
Bklyn - PS 314,KINGS,US,pm25,18.0,2019-02-04 16:00:00+00:00,µg/m³,AirNow,40.64182,-74.01871,1.0,
Keene,Keene,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,42.93052,-72.27233,1.0,
Keene,Keene,US,pm25,0.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.93052,-72.27233,1.0,
Potlatch,LATAH,US,pm25,5.3,2018-10-17 18:00:00+00:00,µg/m³,AirNow,46.921,-116.89625,1.0,
Juliaetta E-sampler,LATAH,US,pm25,4.5,2018-10-30 19:00:00+00:00,µg/m³,AirNow,46.57873,-116.70896,1.0,
Salmon PM2.5,LEMHI,US,pm25,5.0,2019-04-01 18:00:00+00:00,µg/m³,AirNow,45.1787,-113.893,1.0,
Chehalis-Market Blvd,LEWIS,US,pm25,6.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.66409,-122.96732,1.0,
Coweeta,MACON,US,o3,0.054,2019-04-01 19:00:00+00:00,ppm,AirNow,35.0608,-83.4306,1.0,
SCOTTVILLE,MASON,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,43.9533,-86.2944,1.0,
PRYOR,MAYES,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,36.2283,-95.25,1.0,
Pryor,MAYES,US,so2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,36.229088,-95.268906,1.0,
Pomeroy,MEIGS,US,so2,0.0,2016-07-07 16:00:00+00:00,ppm,AirNow,39.0385,-82.0456,1.0,
Macon Forestry,Macon,US,pm10,9.0,2019-03-31 23:00:00+00:00,µg/m³,AirNow,32.8031,-83.5447,1.0,
Macon Forestry,Macon,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,32.8031,-83.5447,1.0,
Macon Forestry,Macon,US,pm25,4.3,2019-03-31 23:00:00+00:00,µg/m³,AirNow,32.8031,-83.5447,1.0,
Macon Forestry,Macon,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,32.8031,-83.5447,1.0,
Miami,Miami,US,pm25,6.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,36.922222,-94.83889,1.0,
Miami,Miami,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,36.922222,-94.83889,1.0,
Quaker City,NOBLE,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,39.9428,-81.3373,1.0,
County Sheriff Impou,Ocala,US,o3,0.027,2019-04-01 19:00:00+00:00,ppm,AirNow,29.1928,-82.1733,1.0,
YMCA - Marion County,Ocala,US,pm25,3.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,29.1708,-82.1008,1.0,
YMCA - Marion County,Ocala,US,o3,0.03,2019-04-01 19:00:00+00:00,ppm,AirNow,29.1708,-82.1008,1.0,
HAZ2,PERRY,US,o3,0.049,2019-04-01 17:00:00+00:00,ppm,AirNow,37.2831,-83.2203,1.0,
HAZ2,PERRY,US,pm25,4.0,2019-04-01 17:00:00+00:00,µg/m³,AirNow,37.2831,-83.2203,1.0,
Farrar,PERRY,US,o3,0.049,2019-04-01 20:00:00+00:00,ppm,AirNow,37.70264,-89.69864,1.0,
Leopold,PERRY,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,38.1131,-86.6036,1.0,
Eloy,PINAL,US,pm10,30.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.75764,-111.55486,1.0,
Sacaton,PINAL,US,pm10,21.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.08,-111.739296,1.0,
Sacaton,PINAL,US,o3,0.043,2019-04-01 09:00:00+00:00,ppm,AirNow,33.08,-111.739296,1.0,
Maricopa,PINAL,US,pm10,22.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.06115,-112.05204,1.0,
CasaBlanca,PINAL,US,pm10,28.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.11753,-111.88491,1.0,
Hidden Valley,PINAL,US,pm25,10.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.88476,-112.03705,1.0,
Hidden Valley,PINAL,US,pm10,48.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.88476,-112.03705,1.0,
Ponce,PONCE,US,pm10,79.0,2018-10-19 11:00:00+00:00,µg/m³,AirNow,18.009556,-66.62725,1.0,
Ponce,PONCE,US,pm25,1.1,2018-11-23 04:00:00+00:00,µg/m³,AirNow,18.009556,-66.62725,1.0,
Davenport,SCOTT,US,pm25,11.0,2017-07-03 13:00:00+00:00,µg/m³,AirNow,41.51203,-90.624016,1.0,
BRYSON,SWAIN,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,35.4356,-83.4436,1.0,
BRYSON,SWAIN,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.4356,-83.4436,1.0,
Turner - CJHS,Salem,US,o3,0.014,2018-10-02 14:00:00+00:00,ppm,AirNow,44.81029,-122.915085,1.0,
Salem - State Hospit,Salem,US,o3,0.008,2018-10-02 14:00:00+00:00,ppm,AirNow,44.943115,-123.005936,1.0,
Salem - State Hospit,Salem,US,pm25,13.3,2019-04-01 20:00:00+00:00,µg/m³,AirNow,44.943115,-123.005936,1.0,
Branson,TANEY,US,o3,0.015,2017-11-08 11:00:00+00:00,ppm,AirNow,36.70765,-93.22181,1.0,
Grand Teton NP - Sci,TETON,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,43.67083,-110.5994,1.0,
TIOG,TIOGA,US,pm25,8.7,2018-06-27 05:00:00+00:00,µg/m³,AirNow,41.6447,-76.9392,1.0,
TIOG,TIOGA,US,o3,0.042,2018-08-06 13:00:00+00:00,ppm,AirNow,41.6447,-76.9392,1.0,
Cedar Bluff,TREGO,US,no2,0.041,2019-04-01 19:00:00+00:00,ppm,AirNow,38.7703,-99.7636,1.0,
Cedar Bluff,TREGO,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,38.7703,-99.7636,1.0,
Cedar Bluff,TREGO,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,38.7703,-99.7636,1.0,
Cedar Bluff,TREGO,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.7703,-99.7636,1.0,
Cedar Bluff,TREGO,US,pm10,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.7703,-99.7636,1.0,
Tulsa 0175,TULSA,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,36.149876,-96.011665,1.0,
Tulsa 0235,TULSA,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,36.126945,-95.99894,1.0,
Tulsa,Tulsa,US,pm25,8.2,2019-04-01 20:00:00+00:00,µg/m³,AirNow,36.2067,-95.9764,1.0,
Tulsa,Tulsa,US,co,0.2,2019-04-01 20:00:00+00:00,ppm,AirNow,36.2067,-95.9764,1.0,
Tulsa,Tulsa,US,so2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,36.2067,-95.9764,1.0,
Tulsa,Tulsa,US,o3,0.042,2019-04-01 20:00:00+00:00,ppm,AirNow,36.2067,-95.9764,1.0,
Tulsa,Tulsa,US,pm10,17.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,36.2067,-95.9764,1.0,
Tulsa,Tulsa,US,no2,0.007,2019-04-01 20:00:00+00:00,ppm,AirNow,36.2067,-95.9764,1.0,
Glenpool,Tulsa,US,pm10,11.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.9525,-96.0033,1.0,
Glenpool,Tulsa,US,o3,0.048,2019-04-01 20:00:00+00:00,ppm,AirNow,35.9525,-96.0033,1.0,
Glenpool,Tulsa,US,pm25,5.6,2019-04-01 20:00:00+00:00,µg/m³,AirNow,35.9525,-96.0033,1.0,
Mannford,Tulsa,US,o3,0.048,2019-04-01 20:00:00+00:00,ppm,AirNow,36.1053,-96.3608,1.0,
Skiatook,Tulsa,US,o3,0.05,2019-04-01 20:00:00+00:00,ppm,AirNow,36.35586,-96.01243,1.0,
Lynn Lane,Tulsa,US,o3,0.043,2019-04-01 20:00:00+00:00,ppm,AirNow,36.1336,-95.7636,1.0,
Tulsa 0179,Tulsa,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,36.15483,-96.01585,1.0,
Tyler Airport Reloca,Tyler,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,32.34401,-95.41575,1.0,
UC1,UNION,US,pm10,11.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.75152,-96.70721,1.0,
UC1,UNION,US,pm25,5.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.75152,-96.70721,1.0,
UC1,UNION,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,42.75152,-96.70721,1.0,
Elizabeth,UNION,US,co,0.1,2019-04-01 19:00:00+00:00,ppm,AirNow,40.662388,-74.21481,1.0,
Elizabeth,UNION,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,40.662388,-74.21481,1.0,
Ukiah District Offic,Ukiah,US,o3,0.029,2019-04-01 19:00:00+00:00,ppm,AirNow,39.145733,-123.202995,1.0,
Willits Justice Cent,Ukiah,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.411743,-123.35266,1.0,
TROUT LAKE,VILAS,US,pm25,5.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.0481,-89.6536,1.0,
TROUT LAKE,VILAS,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,46.0481,-89.6536,1.0,
The Dalles Wasco Lib,WASCO,US,pm25,7.4,2018-10-24 17:00:00+00:00,µg/m³,AirNow,45.598385,-121.18423,1.0,
The Dalles Wasco Lib,WASCO,US,bc,0.43,2018-10-24 18:00:00+00:00,µg/m³,AirNow,45.598385,-121.18423,1.0,
NMH48217,WAYNE,US,pm25,5.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.26167,-83.15789,1.0,
NMH48217,WAYNE,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,42.26167,-83.15789,1.0,
MILITARY PARK,WAYNE,US,so2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,42.312077,-83.10347,1.0,
MILITARY PARK,WAYNE,US,pm25,3.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.312077,-83.10347,1.0,
MILITARY PARK,WAYNE,US,no2,0.007,2019-04-01 19:00:00+00:00,ppm,AirNow,42.312077,-83.10347,1.0,
LIVONIA NEAR ROAD,WAYNE,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,42.421494,-83.42517,1.0,
LIVONIA NEAR ROAD,WAYNE,US,pm25,15.8,2018-01-19 14:00:00+00:00,µg/m³,AirNow,42.421494,-83.42517,1.0,
LIVONIA NEAR ROAD,WAYNE,US,no2,0.002,2019-04-01 15:00:00+00:00,ppm,AirNow,42.421494,-83.42517,1.0,
Eliza Howell Downwin,WAYNE,US,co,0.3,2018-12-06 16:00:00+00:00,ppm,AirNow,42.386803,-83.27064,1.0,
Eliza Howell Downwin,WAYNE,US,no2,0.013,2018-12-06 16:00:00+00:00,ppm,AirNow,42.386803,-83.27064,1.0,
Eliza Howell Downwin,WAYNE,US,o3,0.023,2018-02-26 04:00:00+00:00,ppm,AirNow,42.386803,-83.27064,1.0,
Eliza Howell- Roadwa,WAYNE,US,o3,0.019,2018-02-26 04:00:00+00:00,ppm,AirNow,42.38599,-83.26632,1.0,
Eliza Howell- Roadwa,WAYNE,US,co,0.9,2019-04-01 19:00:00+00:00,ppm,AirNow,42.38599,-83.26632,1.0,
Eliza Howell- Roadwa,WAYNE,US,pm25,12.9,2018-02-01 03:00:00+00:00,µg/m³,AirNow,42.38599,-83.26632,1.0,
Eliza Howell- Roadwa,WAYNE,US,no2,0.02,2019-04-01 19:00:00+00:00,ppm,AirNow,42.38599,-83.26632,1.0,
RURAL RETREAT,WYTHE,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,36.8931,-81.255,1.0,
Jackson - Clinton,AMADOR,US,o3,0.033,2019-04-01 19:00:00+00:00,ppm,AirNow,38.34,-120.7625,1.0,
SAVANNAH,ANDREW,US,o3,0.057,2019-04-01 20:00:00+00:00,ppm,AirNow,39.9544,-94.849,1.0,
Clarkston-13th St,ASOTIN,US,pm25,8.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.4256,-117.0598,1.0,
TECUMSEH,Adrian,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,41.9956,-83.9467,1.0,
TECUMSEH,Adrian,US,pm25,-0.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.9956,-83.9467,1.0,
ATHENS,Athens,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.4511,-84.5992,1.0,
Athens Supersite,Athens,US,no2,0.001,2016-05-03 12:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0,
Athens Supersite,Athens,US,o3,0.039,2016-07-01 12:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0,
Athens Supersite,Athens,US,co,2.8,2016-08-11 14:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0,
Athens Supersite,Athens,US,so2,0.0,2017-04-13 14:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0,
Detroit Lakes,BECKER,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,46.8511,-95.8467,1.0,
Detroit Lakes,BECKER,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.8511,-95.8467,1.0,
Ketchum,BLAINE,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.682556,-114.37109,1.0,
Sandpoint U of I,BONNER,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.29182,-116.55656,1.0,
Sandpoint U of I,BONNER,US,pm10,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.29182,-116.55656,1.0,
Made,BUTLER,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.464718,-84.40377,1.0,
Yankee Road,BUTLER,US,pm25,5.6,2018-05-18 18:00:00+00:00,µg/m³,AirNow,39.472435,-84.39495,1.0,
Yankee Road,BUTLER,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.472435,-84.39495,1.0,
Amanda  Elementary,BUTLER,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,39.478848,-84.40768,1.0,
Amanda  Elementary,BUTLER,US,pm25,8.3,2018-05-18 18:00:00+00:00,µg/m³,AirNow,39.478848,-84.40768,1.0,
Bangor,Bangor,US,pm25,31.0,2018-01-09 11:00:00+00:00,µg/m³,AirNow,44.79886,-68.76968,1.0,
Holden,Bangor,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,44.736465,-68.67114,1.0,
Penobscot Nation,Bangor,US,o3,0.013,2016-06-09 04:00:00+00:00,ppm,AirNow,44.952,-68.6477,1.0,
SUMMIT,Berlin,US,o3,0.028,2018-10-03 10:00:00+00:00,ppm,AirNow,44.270092,-71.30382,1.0,
Mt. Washington base,Berlin,US,o3,0.019,2018-10-02 11:00:00+00:00,ppm,AirNow,44.308132,-71.217636,1.0,
